ID,Hospital_name,Hospital_Address,Hospital_Parking,Hospital_Tel,Hospital_location_lat,Hospital_location_lng
H0000000000000000224,博仁綜合醫院,台北市松山區光復北路66號,是,02-2578-6677#2010,25.0499097,121.5576835
H0000000000000000225,新竹米羅牙醫,新竹市光復路一段432號,是,(03)564-2009,24.7848123,121.0141231
H0000000000000000226,貝爾齒顎矯正專科診所,台北市大安區忠孝東路4段218-1號,是,(02)2778-8068,25.041055,121.553162
H0000000000000000227,昱雅牙醫,台北縣永和市中正路487號,是,(02)2929-3908,25.0065685,121.5169411
H0000000000000000228,李美玲齒顎矯正專科診所,台北市民生東路三段113巷11號,是,(02)8712-4699,25.0587399,121.5462344
H0000000000000000229,康軒牙醫,台北市信義路四段177號,是,(02)27099987,25.0333774,121.550611
H0000000000000000230,元品牙醫,台北市松山區饒河街198號,是,02-27473212,25.0507674,121.5767208
H0000000000000000231,龍安牙醫,新北市新莊區民安西路78巷1號,是,(02)2206-8866,25.01981,121.426967
H0000000000000000232,明清牙醫,北市信義路6段42號,是,02-27264940,25.102874,121.511401
H0000000000000000233,慈恩牙醫,台北縣深坑鄉北深路二段125號,是,(02)2664-6288,25.0035257,121.6174793
H0000000000000000234,御田牙醫,台北縣板橋市文化路一段27號,是,(02)2968-5999,25.0128109,121.4600402
H0000000000000000235,上華牙醫,桃園市成功路2段127號,是,(03)331-8836,24.99475,121.3182269
H0000000000000000236,雙連牙醫,台北市民生西路138號,是,NA,25.0573123,121.5188707
H0000000000000000237,朱裕華牙醫,台中市西區美村路一段60號,是,(04)2326-1777(04)2326-1793,24.153043,120.661389
H0000000000000000238,向日葵牙醫,台南市東區中華東路2段303號,否,(06)290-9261,22.98236,120.230935
H0000000000000000239,仁祥牙醫,台北縣土城市青雲路226號,是,(02)8262-2870,24.9809557,121.4589352
H0000000000000000240,禾睿牙醫,台北市北投區西安街一段367號,是,02-28202608,25.1145729,121.515081
H0000000000000000241,花蓮微笑牙醫,花蓮市富國路3號,是,03-8460303,23.9917001,121.5973387
H0000000000000000242,吉貝牙醫,台北市內湖區行善路25巷1弄9號,是,02-87903050,25.0564658,121.5762854
H0000000000000000243,台中市愛鄰牙醫,彰化縣溪湖鎮員鹿路三段191號,否,04-8852347,23.9611875,120.4793148
H0000000000000000244,板橋嘉得牙醫,新北市板橋區館前東路108號,是,02-77305557,25.0075498,121.463186
H0000000000000000245,平安牙醫,臺南市民生路一段194號,是,(06)2222966,22.9945557,120.1993661
H0000000000000000246,高雄市仁武家康牙醫,高雄市仁武區八德中路152號,否,07-3740505,22.6867203,120.3372648
H0000000000000000247,四季牙醫,新北市林口區仁愛路二段8號,是,(02)26028518,25.0763911,121.3859236
H0000000000000000248,石牌邱聯合診所,台北市北投區石牌路一段23號,是,(02)2828-1222,25.1129664,121.5099068
H0000000000000000249,台北市麥茵茲診所,台北市長安東路一段67號,否,(02)2522-1900#210,25.0484993,121.527761
H0000000000000000250,于賓診所,台北市忠孝東路三段305號,是,(02)2721-5996,25.0418732,121.5435307
H0000000000000000251,高雄麗晶診所,高雄市801前金區五福三路63號,是,(07)201-4567,22.6214004,120.2965959
H0000000000000000252,洪志淳皮膚科,台北市中央南路一段185號,是,(02)2894-0110,25.1289005,121.5012451
H0000000000000000253,中山醫院,台中市文心南二路390號,是,(04)2473-4305,24.136194,120.644962
H0000000000000000254,漂亮101皮膚專科診所,台北市文山區羅斯福路六段391-1號,是,(02)2932-9549,24.9924375,121.5408159
H0000000000000000255,曾明禮皮膚科,台北縣土城巿中央路一段61號,否,(02)2270-1718,24.990014,121.4480889
H0000000000000000256,台北市立陽明醫院,台北縣新店市建國路289號,否,(02)6628-9779,24.9859746,121.5358551
H0000000000000000257,林政賢皮膚科,高雄市左營區華夏路718號,是,(07)345-4189,22.6780626,120.3024301
H0000000000000000258,創悅皮膚科,台北縣中和市永貞路231號,是,(02)2926-7858,25.0035459,121.513256
H0000000000000000259,東湖皮膚專科診所,台北市內湖區東湖路153號,是,(02)2630-5270,25.0681252,121.6174189
H0000000000000000260,台北及林口長庚皮膚科,台北市敦化北路199號,是,(02)2713-5211,25.0556463,121.5492506
H0000000000000000261,建州皮膚科,台中市美村路一段658號,是,(04)2378-0088,24.1359046,120.6615212
H0000000000000000262,新竹市林祺彬皮膚科,新竹市中央路171號,是,(03)535-0566,24.8085521,120.972832
H0000000000000000263,悠美診所,台北市忠孝東路5段1-7號,是,(02)2749-1009,25.0415859,121.565033
H0000000000000000264,愛爾麗醫美整型集團李凱國皮膚科,"永和店02-32336888,新北市永和區永和路二段59號",是,(02)3151-5151,25.011159,121.514486
H0000000000000000265,美麗安診所,台北市忠孝東路5段1-3號,是,02-37653592,25.0414649,121.56494
H0000000000000000266,極緻皮膚專科診所,台北市大安區忠孝東路四段128號,是,02-2750-0066,25.041307,121.54799
H0000000000000000267,啟生診所,台北縣新店市北新路1段187號,是,(02)29141100,24.9645949,121.540129
H0000000000000000268,永嘉健康管理診所,台北市光復南路346巷22號,是,02-87734058;0926279078,25.0385088,121.5568878
H0000000000000000269,蔡旻倩皮膚科,台南市北區公園路375-2號,否,06-2826566,23.0058172,120.2102675
H0000000000000000270,宗天一皮膚科,高雄市苓雅區四維三路77號,是,(07)5361100,22.618836,120.309702
H0000000000000000271,和安皮膚科,台北市士林區文林路148號,是,(02)2881-6099,25.0888976,121.5267069
H0000000000000000272,台中瑞安診所,台中市西屯區福科路946號,是,(04)-2463-3530,24.1876798,120.6054676
H0000000000000000273,鄭仲欽皮膚科,台北縣樹林市中山路一段32號,是,02-86872727,24.992415,121.423828
H0000000000000000274,王眾舉皮膚科,台東市光明路119號,是,089-335116,22.7554564,121.1521419
H0000000000000000275,河堤美先皮膚科,高雄市左營區明誠二路180號,是,07-9745111,22.6610695,120.3101633
H0000000000000000276,活麗皮膚科,台北市羅斯福路五段25號,是,02-8663-7131,25.007838,121.538588
H0000000000000000277,高雄林園建佑醫院,高雄市林園區東林西路360號,是,07-6437901轉126,22.5036953,120.3863407
H0000000000000000278,漂亮101皮膚科,台北市文山區羅斯福路六段391-1號,是,02-29329549,24.9924375,121.5408159
H0000000000000000279,諾貝爾眼科,台北市公園路13號,是,(02)2370-5666,25.0455,121.517414
H0000000000000000280,劉輔仁眼科,南投縣竹山鎮前山路一段95號,否,(049)642-494,23.7572099,120.6796241
H0000000000000000281,台中市佳明眼科,台中市青海路一段59號,是,(04)2313-0988,24.16403,120.655302
H0000000000000000282,雙眼明眼科,台北市光復南路180巷13號,是,(02)2781-2288,25.0422931,121.5567255
H0000000000000000283,臺北榮總、中央健保局(一公保)、天母2020眼科,台北市天母西路10號,是,(02)2778-9600,25.1182643,121.5284635
H0000000000000000284,忠孝美麗爾診所,北市敦化南路一段216號,是,(02)6638-6199,25.0412474,121.5484784
H0000000000000000285,署立新竹醫院,新竹市經國路一段442巷25號,是,03-5326151,24.8162257,120.9795019
H0000000000000000286,朱智盟眼科,桃園縣蘆竹鄉中正路365號,是,03-3525677,25.0491405,121.2909179
H0000000000000000287,慶明眼科,台南市東區林森路一段377號,否,06-238-1188,22.9850667,120.2213258
H0000000000000000288,麗明眼科,新竹竹北市文興路一段116號,否,03-6675018,24.8115786,121.0260299
H0000000000000000289,張文華診所,台中縣烏日鄉中山路一段423號,是,(04)2336-1058,24.108548,120.640694
H0000000000000000290,祥恩診所,台北縣永和市永和路一段42號,是,（02）29225101,25.005594,121.513072
H0000000000000000291,梁文深中醫診所,台北市中正區南昌路一段86號,是,(02)33223237,25.030846,121.517369
H0000000000000000292,美奐診所,宜蘭縣羅東鎮興東路212號,是,（03）9577631,24.6820749,121.7698459
H0000000000000000293,仁美診所,台中市西屯區文心路三段138-20號,是,(04)2317-3017,24.1671891,120.65345
H0000000000000000294,家佳診所,高雄市新興區和平一路215-2號,是,(07)223-4383,22.631307,120.3173921
H0000000000000000295,國軍松山醫院,北市松山區健康路131號,是,(02)2764-8851,25.054373,121.557672
H0000000000000000296,署立屏東醫院,屏東縣屏東市自由路270號,否,0955-784-748,22.6733243,120.4955525
H0000000000000000297,王文憲家醫科診所,台南市郡安路四段60號,否,06-2516858,23.028032,120.211594
H0000000000000000298,署立新營醫院,台中市西區台中港路一段23號,是,(06)635-1131,24.1483191,120.6726986
H0000000000000000299,林青穀家庭醫學科診所,臺北市大安區大安路一段2-1號,是,(02)2731-7557,25.0448141,121.5461047
H0000000000000000300,永和大仁耳鼻喉科診所,台北縣永和市福和路96號,是,(02)8926-0006,25.0081022,121.522383
H0000000000000000301,健康101診所,中正區台北市牯嶺街97號,是,23645143,25.0258416,121.5191215
H0000000000000000302,樂芙健康診所,屏東縣來義鄉古樓村中正路42號,否,(08)785-0821,22.5258983,120.6341691
H0000000000000000303,康育診所,台北市內湖區成功路3段189號,是,27909134,25.0803864,121.5907957
H0000000000000000304,趙致成診所,屏東縣新園鄉仙吉路90之1號,否,08-8681236,22.542598,120.460711
H0000000000000000305,金台診所,台北縣三重市中正北路346號,是,(02)2984-4451,25.0692654,121.4776492
H0000000000000000306,翰生診所,新北市板橋漢生西路73號,是,(02)22545665,25.018799,121.462779
H0000000000000000307,桃園市林信佑診所,桃園縣桃園市大業路一段127號,否,03-3371100,25.0072745,121.3159801
H0000000000000000308,蔡瑞頒診所,台南(縣)市柳營區成功街210號,否,06-6224466,23.2785605,120.3135596
H0000000000000000309,羅肇煒診所,桃園縣楊梅市瑞溪路一段271-1號,否,03-4315999,24.9072819,121.1740176
H0000000000000000310,李約整健康診所,台中市西區館前路18號,是,04-23292279,24.1557861,120.665266
H0000000000000000311,杏福中醫診所,臺北市大安區復興南路二段131號,是,(02)2755-1587,25.0289729,121.5437699
H0000000000000000312,台北市立中醫醫院,臺北市萬華區峨眉街101號,是,(02)2388-7088#100,25.0441639,121.5045648
H0000000000000000313,天寶中醫診所,台中市豐原區北陽2街119號,否,(04)2528-6455語音掛號：(04)2528-6455,24.2596397,120.7241364
H0000000000000000314,康程中醫診所,台中市東區十甲路413號,是,(04)2213-4896,24.1445723,120.7082029
H0000000000000000315,漢昇中醫診所,台北市北投區中央北路一段38號,是,(02)2893-0606,25.1340121,121.5008559
H0000000000000000316,施丞修中醫診所,板橋市中山路2段362號,否,(02)29562225,25.0200239,121.481764
H0000000000000000317,台北市理想中醫診所,臺北市松山區南京東路五段46號,是,(02)2768-8080,25.0512896,121.5598367
H0000000000000000318,進義中醫診所,台中市西區忠義街9號,是,(04)2315-9636,24.1603043,120.6611493
H0000000000000000319,寶田中醫診所,台北縣三重市自強路一段236號,是,02-29869416,25.0670201,121.4932413
H0000000000000000320,許美照中醫診所,台中市南屯區文心南五路642號,否,04-23821100,24.1325228,120.6374592
H0000000000000000321,五州中醫診所,花蓮市仁愛街123號,是,03-8362189,23.977614,121.6026521
H0000000000000000322,板橋六安堂中醫診所,板橋忠孝路39號,是,02-29557797,25.002071,121.461139
H0000000000000000323,億軒中醫診所,中壢市環北路351號,是,03-4551145,24.9661651,121.2246752
H0000000000000000324,理想中醫診所,臺北市松山區南京東路五段46號,是,(02)2768-8080,25.0512896,121.5598367
H0000000000000000325,京禾中醫診所,台北市復興南路二段181號,是,(02)2709-9566,25.0268381,121.5436995
H0000000000000000326,台北市頌華中醫診所,台北市華陰街63號,是,(02)2552-6643,25.0496573,121.5184735
H0000000000000000327,李思儀中醫診所,台北市金山南路一段73巷6號,是,(02)23956870,25.0370441,121.5285087
H0000000000000000328,宜民時尚中醫診所,台北市忠孝東路4段170巷17弄9號,是,02-27788225,25.0400192,121.5515217
H0000000000000000329,青花瓷中醫診所,台北市仁愛路四段50號,是,02-2702-8000,25.0376027,121.5473591
H0000000000000000330,林口/桃園長庚紀念醫院,桃園縣龜山鄉舊路村頂湖路123號,否,,25.0298436,121.3665339
H0000000000000000331,濟群中醫診所,台北市大安區基隆路二段218號,是,(02)2311-8118,25.023527,121.551307
H0000000000000000332,普門堂中醫診所,台中市北屯區東山路二段22-1號,否,(04)2239-7521,24.1786079,120.739971
H0000000000000000333,雲林若瑟醫院,台中市民權路304巷3號,是,04-23026433,24.148114,120.670446
H0000000000000000334,東園中醫診所,台中縣烏日鄉溪南路239-8號,否,(04)2335-6220,24.0784772,120.6432333
H0000000000000000335,傳愛經典中醫診所,台北市中山區南京東路三段118號,是,(02)2506-3807,25.0517332,121.5403524
H0000000000000000336,隆安中醫診所,台中市北屯區昌平路二段1之3號,是,(04)2249-2616,24.177026,120.690193
H0000000000000000337,上安中醫診所,臺中市西屯區上安路9號,是,(04)2706-0900,24.1696715,120.6418307
H0000000000000000338,絡易中醫診所,台北市敦化南路二段63巷53弄7號,是,(02)2708-6291,25.0311401,121.5516885
H0000000000000000339,賀元中醫聯合診所,台北縣樹林市中山路一段158號,是,(02)2682-0359,24.989522,121.422175
H0000000000000000340,台中太平順天中醫診所,台中縣太平市中山路四段207號,否,(04)2395-8435,24.1479022,120.7014676
H0000000000000000341,立仁中醫診所,嘉義市立仁路331號,否,05-2232188,23.4623704,120.4570459
H0000000000000000342,元生中醫診所,高雄縣橋頭鄉德松村中正路16號,是,NA,22.6238898,120.3230776
H0000000000000000343,台南百合中醫診所,台南市永康區中華二路350號,是,06-3135998,23.0084944,120.2307992
H0000000000000000344,思邈堂中醫診所,新北市新店區溪園路391號,否,(02)8218-0499,24.9793189,121.5238761
H0000000000000000345,針炙研究中心,台灣台南市裕農路726巷9弄4號,否,(06)267-8695,22.987804,120.2380881
H0000000000000000346,台北縣三重市寶田中醫診所,台北縣三重市自強路一段236號,是,02-2986-9416,25.0670201,121.4932413
H0000000000000000347,吳建興中醫診所,高雄縣鳳山市武慶二路78號,是,(07)771-6874,22.611658,120.333038
H0000000000000000348,太極中醫診所,台北縣土城市城路15號,否,02-82614058,24.9892962,121.4752355
H0000000000000000349,上海民航醫院,紅寶石路388號,是,51530267,31.197358,121.400861
H0000000000000000350,天地精進中醫診所,桃園市大業路一段381-1號,否,03-3582073,25.0136469,121.3118091
H0000000000000000351,羅明江中醫診所,桃園縣中壢市環北路155號,是,03-4618286,24.966516,121.2212339
H0000000000000000352,惠民中醫診所,台中縣大肚鄉沙田路一段452-2號,否,(04)2693-6665,24.1233612,120.564656
H0000000000000000353,衛生署署立新竹醫院,新竹市經國路一段442巷25號,否,03-5326151#4602,24.8162257,120.9795019
H0000000000000000354,正梁中醫診所,桃園縣楊梅鎮新農街26號,否,03-4856088,24.9093636,121.1473089
H0000000000000000355,台中縣大里市錫安中醫診所,台中縣大里市益民路2段198-3號,是,(04)2482-0576,24.108939,120.6840322
H0000000000000000356,田安然中醫診所,台北市文山區景興路33號,是,(02)8931-0519,24.997496,121.544888
H0000000000000000357,永安中醫診所,台中市高工路261號,否,(04)2262-8108,24.1136147,120.6638463
H0000000000000000358,德恩中醫診所,屏東市棒球路246號,否,(08)753-7283,22.6559974,120.4810202
H0000000000000000359,衛生署立豐原醫院,台中縣豐原市安康路100號,是,(04)2527-1180,24.2428051,120.7252423
H0000000000000000360,大歡中醫診所,高雄市四維一路280號,是,(07)716-3883,22.624409,120.3250316
H0000000000000000361,國輝中醫診所,桃園縣八德市介壽路一段801號,是,03-362-0770,24.962245,121.300375
H0000000000000000362,行政院衛生署立豐原醫院,台中縣豐原市安康路100號,是,25271180-1161,24.2428051,120.7252423
H0000000000000000363,元宇中醫診所,台北縣中和市新生街241號,是,02-82267606,24.998822,121.483938
H0000000000000000364,臺中市信德中醫診所,臺中市西屯區太原路一段197號,是,04-23158836,24.162861,120.66093
H0000000000000000365,黃耆聯合中醫診所,高雄市新興區林森一路242號,是,07-2362316,22.6349315,120.305117
H0000000000000000366,台南基督長老教會新樓醫院,台南市東門路一段57號,是,06-2748316,22.9891433,120.213285
H0000000000000000367,板橋回春中醫診所,新北市板橋區國光路17號,是,02-29667970,25.017571,121.456803
H0000000000000000368,杏林堂中醫診所,嘉義市民生南路550號,是,05-2353309,23.4626095,120.4443793
H0000000000000000369,爵安堂中醫診所,高雄市左營區立大路133號,是,(07)359-1885,22.6761138,120.3028031
H0000000000000000370,同安中醫診所,桃園市同安街425號,是,03-3252087,25.018663,121.3015334
H0000000000000000371,屏東基督教醫院,屏東市大連路60號,是,08-7368686,22.682129,120.502622
H0000000000000000372,北投京禾中醫診所,台北市北投區光明路166號,是,02-28971599,25.1349799,121.5026479
H0000000000000000373,懷心中醫診所,羅斯福路三段269巷74號,是,02-23697801,25.0209198,121.5316901
H0000000000000000374,林口、基隆長庚醫院,桃園縣龜山鄉復興街5號,是,(03)328-1200#2118,25.061872,121.3676574
H0000000000000000375,心盛醫學影像中心,台北市大安區忠孝東路四段77號,是,(02)2779-1111,25.0418484,121.547396
H0000000000000000376,沙鹿光田綜合醫院,台中市十甲路11-1號,是,(04)2211-2537,24.1447655,120.6949175
H0000000000000000377,署立台中醫院,台中市西區三民路一段199號,是,04-22294411轉2125,24.1406262,120.6762712
H0000000000000000378,許世賓婦產科,台北市忠孝東路4段176號,是,02-27116500,25.0412747,121.5512054
H0000000000000000379,小天使聯合診所,台南市安平區府前路2段504號,是,0928677371,22.9929231,120.1862649
H0000000000000000380,彰化市順安醫院,彰化市光復路53號,是,NA,24.0807465,120.5439531
H0000000000000000381,新店市仁安家醫科診所,台北縣新店市中正路434號,是,NA,24.978279,121.534351
H0000000000000000382,新北市永信皮膚科,新北市永和區中正路552號,是,NA,25.0055659,121.5173103
H0000000000000000383,如穎心理成長中心,台中市向上路一段500號,是,(04)2328-3705,24.146966,120.6519057
H0000000000000000384,中崙諮商中心,台北市大安區忠孝東路三段54號,是,(02)2731-9731,25.0417331,121.5354909
H0000000000000000385,私立高雄仁愛之家附設慈惠醫院,高雄市大寮區鳳屏一路509號,是,(07)703-0315#3124,22.6372949,120.3940282
H0000000000000000386,長青醫院,新北市淡水區樹興里糞箕湖1-5號,否,8626-0561#61,25.1710752,121.4827134
H0000000000000000387,財團法人宏恩綜合醫院,台北市仁愛路四段61號,是,(02)2771-3161,25.0382737,121.5466173
H0000000000000000388,動平衡體態健康諮詢中心,台北市仁愛路二段71號,是,預約專線(02)2397-9368,25.0384393,121.5308337
H0000000000000000389,高雄縣鳳山兒童早期療育發展中心,高雄縣鳳山市體育路65號,是,07-7433971,22.621925,120.354361
H0000000000000000390,行政院衛生署旗山醫院,高雄縣旗山鎮大德里中學路60號,否,07-6613811分機1013,22.8807955,120.483264
H0000000000000000391,威斯理脊足健康中心,台北市忠孝東路5段790巷20弄2號,是,(02)2759-5337,25.0429409,121.581924
H0000000000000000392,高雄市前鎮區尚佑診所,高雄市前鎮區中華五路987號,是,07-5376995,22.602385,120.305978
H0000000000000000393,嘉義市聖馬爾定醫院,嘉義市大雅路二段565號,否,05-2756000-2117,23.4776046,120.4722241
H0000000000000000394,署立雙和醫院,新北市中和區中正路291號,是,02-22490088ext2556,24.9931046,121.4936519
H0000000000000000395,品悅診所,台北市士林區中山北路五段647號,是,02-28333023,25.0969346,121.5273095
H0000000000000000396,優儷芙生活診所,台北市士林區中正路300號,是,02-28363314,25.0948898,121.523231
H0000000000000000397,秀傳紀念醫院,台中市福星路580號,是,NA,24.1750128,120.6464569
H0000000000000000398,柏丹生活診所,台北市大安區忠孝東路4段126號,是,02-87721872,25.0410304,121.5473338
H0000000000000000399,桃園敏盛綜合醫院,桃園市經國路168號,是,門診預約(03)346-0948辦公室(03)317-9599#8350,25.0163128,121.3060498
H0000000000000000400,榮輝疝氣外科診所,台南縣新營市中山路124號,是,(06)632-1376,23.30521,120.318131
H0000000000000000401,台北疝氣手術中心,台北市大安區忠孝東路四段77號,是,0800580137,25.0418484,121.547396
H0000000000000000402,家光耳鼻喉科診所,新北市新店區三民路32-1號,是,(02)2911-3571,24.9714279,121.536726
H0000000000000000403,愛聆聽力保健中心,台北市大同區寧夏路153號,是,02-25529955,25.0612818,121.5142931
H0000000000000000404,莊凱迪診所,台北市大安區羅斯福路三段149號,是,(02)2369-7926,25.021768,121.527337
H0000000000000000405,宏恩綜合醫院,臺北市仁愛路四段61號,是,(02)2771-3161,25.0382737,121.5466173
H0000000000000000406,嵩馥性健康管理顧問中心,台北市忠孝東路五段510號,是,(02)2727-1786,25.041154,121.578971
H0000000000000000407,大林慈濟綜合醫院,嘉義縣大林鎮民生路二號,否,NA,23.596561,120.4571827
H0000000000000000408,國軍松山總醫院,台北市松山區健康路131號,是,NA,25.054373,121.557672
H0000000000000000409,宏恩醫療財團法人宏恩綜合醫院,台北市大安區仁愛路四段61號,是,NA,25.0382737,121.5466173
H0000000000000000410,臺大醫院,台北市永綏街八號,否,(02)2311-1525#401,25.042991,121.511026
H0000000000000000411,陳尚志診所,台北縣板橋市文化路二段330號,是,(02)8257-1133,25.0301468,121.4727873
H0000000000000000412,台中縣童綜合醫院,台中縣梧棲鎮中棲路一段699號,是,(04)2658-1919,24.2418436,120.5578838
H0000000000000000413,新光吳火獅紀念醫院,台北市士林區文昌路95號,是,02-28332211-2279,25.0962573,121.5204014
H0000000000000000414,新光醫院,台北市士林區文昌路95號,是,02-28332211,25.0962573,121.5204014
H0000000000000000415,史提芬植髮診所,台北市民生東路三段135號,是,(02)2718-6200,25.0580041,121.5484579
H0000000000000000416,黃浩然診所,新莊市四維路201號,是,(02)2205-3268,25.020606,121.422091
H0000000000000000417,琳安診所,台北市敦化南路二段128號,是,02-27084300,25.0261353,121.5483028
H0000000000000000418,天晟醫院,中壢市延平路155號,是,03-4629292,24.9626431,121.2290242
H0000000000000000419,陳建彰診所,台中市南屯區文心路一段232號,是,04-24736366,24.1428045,120.6469474
H0000000000000000420,劉忠俊婦產科,台中市中港路一段247號,是,(04)2328-8558,24.1542909,120.6642929
H0000000000000000421,台南郭綜合醫院,台南市民生路二段22號,是,(06)222-1111#1701、3124,22.9947575,120.1986977
H0000000000000000422,高雄縣燕巢鄉義大醫院,高雄縣燕巢鄉義大路一號,否,(07)615-0011,22.7647301,120.3637493
H0000000000000000423,蔡佳璋婦幼聯合診所,台北縣中和市中山路三段152-1號,是,(02)8221-2468,25.0063665,121.473438
H0000000000000000424,沈中章婦產科,高雄市三民區大昌二路93號,是,(07)381-8993,22.6410559,120.3320397
H0000000000000000425,基隆長庚紀念醫院,基隆市安樂區204麥金路222號,否,(02)2431-3077,25.120702,121.72236
H0000000000000000426,鍾景仁整形外科診所,臺中市西屯區青海路二段242-7號,是,NA,24.170758,120.645382
H0000000000000000427,國際整形外科診所,台北市忠孝東路4段177號,是,02-27786148,25.0417234,121.5506259
H0000000000000000428,維娜絲抗老化醫學美容整合治療診所,高雄市鼓山區文信路240號,是,(07)586-6133,22.6646257,120.2999406
H0000000000000000429,仁欣診所,新北市永和區竹林路82號,是,(02)8921-2626,25.0127299,121.5192351
H0000000000000000430,常春藤佳美診所,臺南縣佳里光復路295號,否,06-7232828,23.1624761,120.1746587
H0000000000000000431,姚耳鼻喉科診所,台中市南屯區忠勇路79-3號,否,04-23850089,24.1469027,120.6149905
H0000000000000000432,高雄柏仁醫院,高雄市左營區博愛二路350號,是,NA,22.664365,120.3034074
H0000000000000000433,新竹社團法人和平醫院,新竹市和平路86-1號,是,NA,24.8088916,120.9556374
H0000000000000000435,王榮文小兒科診所,新莊市中和街149號,是,(02)8991-5595,25.049501,121.447259
H0000000000000000436,本一聯合診所,台北縣蘆洲市長榮路43-1號,是,02-22836622,25.08284,121.462806
H0000000000000000437,振興復健醫學中心,台北市北投區振興街45號,是,02-28264400,25.117512,121.5224672
H0000000000000000438,青青診所,台北縣新莊市中平路50號,是,(02)2998-0055,25.0439872,121.444946
H0000000000000000439,南崁日康診所,桃園縣蘆竹鄉南竹路一段63號,是,03-3115270,25.046396,121.290351
H0000000000000000440,智瑤小兒科診所,南投縣竹山鎮集山路3段879號,否,(049)265-2288,23.757134,120.683586
H0000000000000000441,胡志強小兒科診所,宜蘭縣宜蘭市中山路二段273號,是,(03)932-9797,24.7531485,121.7524616
H0000000000000000442,郭南隆小兒科診所,高雄市前鎮區一心二路89號,是,07-3382967,22.611736,120.309152
H0000000000000000443,謝祖柏婦產科,新竹市食品路２８２號,否,０３－５６２６１１１,24.794188,120.9714445
H0000000000000000444,世鴻連鎖診所,台中市西區美村路一段380號,是,04-23025534,24.1445465,120.6614903
H0000000000000000445,余偉傑小兒科診所,彰化市曉陽路188號,是,NA,24.0730445,120.5375453
H0000000000000000446,大仁醫院,嘉義市民族路666號,是,(05)225-5956,23.4756231,120.4441905
H0000000000000000447,郝志偉小兒科診所,桃園市中山東路161號,是,03-3391297,24.997449,121.318765
H0000000000000000448,書田診所,台北市大安區106建國南路二段276號,是,(02)23690211,25.0252464,121.5372397
